"noc","country_name","year","age_0_4","age_5_14","age_15_24","age_25_64","age_65_plus","total_population","child_population","youth_population","working_age_population","elderly_population","child_proportion","youth_proportion","working_age_proportion","elderly_proportion"
"BOL","Bolivia",2004,1178576,2202129,1797097,3531674,494505,9203981,3380705,5177802,5328771,494505,0.367308993793012,0.562561135230505,0.57896371146355,0.0537272947434376
"BOL","Bolivia",2008,1206353,2259415,1965757,3887831,531211,9850567,3465768,5431525,5853588,531211,0.351834366488751,0.551392117834435,0.594238686971014,0.0539269465402347
"BOL","Bolivia",2012,1233140,2310687,2102933,4287417,581374,10515551,3543827,5646760,6390350,581374,0.337008208129084,0.536991356896087,0.607704722272756,0.0552870695981599
"BOL","Bolivia",2016,1243273,2365329,2186980,4758234,625951,11179767,3608602,5795582,6945214,625951,0.322779714460954,0.518399175939892,0.621230657132658,0.0559896284063881
"BOL","Bolivia",2020,1245633,2419810,2238407,5244403,667785,11816038,3665443,5903850,7482810,667785,0.310209141168977,0.499647174458985,0.633275722369884,0.0565151364611387
"BRA","Brazil",1952,10004572,14272090,11179385,19888353,1350257,56694657,24276662,35456047,31067738,1350257,0.428200174136339,0.625386039464001,0.547983525149469,0.0238163007141925
"BRA","Brazil",1956,11435221,16403007,12036420,22594159,1565030,64033837,27838228,39874648,34630579,1565030,0.434742462801347,0.622712145142888,0.540816865308259,0.0244406718903944
"BRA","Brazil",1960,12832213,19153194,13160945,25411795,1829848,72387995,31985407,45146352,38572740,1829848,0.441860656590917,0.623671811879857,0.532861008237623,0.0252783351714604
"BRA","Brazil",1964,14057362,22116846,14816384,28320726,2177190,81488508,36174208,50990592,43137110,2177190,0.443917908031891,0.625739668715005,0.529364336870667,0.0267177550974427
"BRA","Brazil",1968,14582856,24820367,17263457,31483962,2590524,90741166,39403223,56666680,48747419,2590524,0.43423756534052,0.624487016179625,0.537213936616155,0.0285484980433247
"BRA","Brazil",1972,14893916,26973876,20173556,35034167,3071173,100146688,41867792,62041348,55207723,3071173,0.4180646692979,0.61950474088569,0.551268585137833,0.0306667455642667
"BRA","Brazil",1976,15872708,28213808,22966038,39518573,3642020,110213147,44086516,67052554,62484611,3642020,0.400011406987589,0.608389795819912,0.566943352048554,0.0330452409638571
"BRA","Brazil",1980,17196256,29374238,25498504,44874747,4263346,121207091,46570494,72068998,70373251,4263346,0.384222520446432,0.594593908701266,0.580603415356285,0.0351740641972836
"BRA","Brazil",1984,18301095,31368320,27094806,50993720,4900378,132658319,49669415,76764221,78088526,4900378,0.374416134430288,0.57866119199053,0.588644018623514,0.0369398469461987
"BRA","Brazil",1988,18329877,33867535,28211866,57741240,5675057,143825575,52197412,80409278,85953106,5675057,0.362921629202595,0.559074962849966,0.597620457974877,0.0394579128225283
"BRA","Brazil",1992,17593104,35647493,29732254,64649002,6652236,154274089,53240597,82972851,94381256,6652236,0.345103946781368,0.537827522028019,0.611776459752746,0.0431195934658865
"BRA","Brazil",1996,17173389,35748195,32156253,71344797,7778687,164201321,52921584,85077837,103501050,7778687,0.32229694424931,0.518131257908699,0.630330190827149,0.047372864923541
"BRA","Brazil",2000,17191981,34810264,34476023,78572752,8965633,174016653,52002245,86478268,113048775,8965633,0.298834876452888,0.496953978306892,0.649643428091908,0.0515216954552045
"BRA","Brazil",2004,16243946,34227003,35467892,86452036,10282084,182672961,50470949,85938841,121919928,10282084,0.276291295239912,0.470451896819037,0.667421863271817,0.0562868414882704
"BRA","Brazil",2008,15297112,33562485,34812983,94750635,11941076,190364291,48859597,83672580,129563618,11941076,0.256663667031965,0.439539262119281,0.68060883330267,0.0627274996653653
"BRA","Brazil",2012,14617412,32139586,33835903,102275937,14002887,196871725,46756998,80592901,136111840,14002887,0.237499813647694,0.409367576781277,0.691373227922903,0.0711269584294037
"BRA","Brazil",2016,14453440,30286600,33389569,108285259,16796713,203211581,44740040,78129609,141674828,16796713,0.220164814327191,0.384474194903291,0.697178907337963,0.0826562783348455
"BRA","Brazil",2020,14072487,29238608,32408868,112912226,20020158,208652347,43311095,75719963,145321094,20020158,0.207575402926093,0.362900125920942,0.696474763353608,0.0959498337202984
"BRB","Barbados",1952,30491,49306,36987,88715,11018,216517,79797,116784,125702,11018,0.368548428068004,0.539375661033545,0.580564112748652,0.0508874591833436
"BRB","Barbados",1956,31327,52460,39084,90696,10952,224519,83787,122871,129780,10952,0.373184452095368,0.547263260570375,0.578035711899661,0.0487798360049706
"BRB","Barbados",1960,31898,54022,41260,93215,10506,230901,85920,127180,134475,10506,0.37210752660231,0.550798827203,0.582392453908818,0.0455000194888719
"BRB","Barbados",1964,33969,54964,44094,95601,11341,239969,88933,133027,139695,11341,0.370602036096329,0.554350770307831,0.582137692785318,0.0472602711183528
"BRB","Barbados",1968,33428,57695,46065,98282,13084,248554,91123,137188,144347,13084,0.366612486622625,0.551944446679595,0.580747040884476,0.0526404724928989
"BRB","Barbados",1972,29019,59232,46394,100577,14443,249665,88251,134645,146971,14443,0.353477660064486,0.539302665571866,0.588672821580918,0.0578495183545952
"BRB","Barbados",1976,25708,56847,48659,104429,15810,251453,82555,131214,153088,15810,0.328311851518972,0.521823163772156,0.608813575499199,0.0628745729818296
"BRB","Barbados",1980,20623,52340,51356,109351,17862,251532,72963,124319,160707,17862,0.290074423930156,0.494247252834629,0.638912742712657,0.0710128333571872
"BRB","Barbados",1984,20272,46477,51922,113781,22477,254929,66749,118671,165703,22477,0.261833687026584,0.4655060820856,0.649996665738304,0.0881696472351125
"BRB","Barbados",1988,20472,43380,48390,118980,26544,257766,63852,112242,167370,26544,0.247713042061405,0.435441446893694,0.649309839156444,0.102977118782151
"BRB","Barbados",1992,20260,41271,45217,125419,28103,260270,61531,106748,170636,28103,0.236412187343912,0.41014331271372,0.655611480385753,0.107976332270335
"BRB","Barbados",1996,19651,40251,41642,131823,28921,262288,59902,101544,173465,28921,0.228382541328616,0.38714695296773,0.661353169035564,0.11026428963582
"BRB","Barbados",2000,18472,38914,38696,136461,29524,262067,57386,96082,175157,29524,0.21897453704587,0.366631433946281,0.668367249596477,0.112658213357653
"BRB","Barbados",2004,19151,37742,38319,141860,30218,267290,56893,95212,180179,30218,0.212851210295933,0.356212353623405,0.674095551648023,0.113053238056044
"BRB","Barbados",2008,18268,37157,38407,147565,31313,272710,55425,93832,185972,31313,0.203237871731876,0.344072457922335,0.681940522899784,0.11482160536834
"BRB","Barbados",2012,17932,37106,37133,151152,33616,276939,55038,92171,188285,33616,0.198736905961241,0.332820585038583,0.679878962515211,0.121384131523549
"BRB","Barbados",2016,16448,36420,37130,152684,36912,279594,52868,89998,189814,36912,0.189088463987067,0.321888166412727,0.678891535583739,0.132020000429194
"BRB","Barbados",2020,16036,34843,36961,152249,41607,281696,50879,87840,189210,41607,0.180616693172782,0.311825514029308,0.671681529024196,0.147701777803022
"BRN","Brunei",1952,9130,11469,9673,21525,2455,54252,20599,30272,31198,2455,0.379691071296911,0.557988645579886,0.575057140750571,0.0452517879525179
"BRN","Brunei",1956,13968,14423,11819,26574,2784,69568,28391,40210,38393,2784,0.408104300827967,0.577995630174793,0.551877299908004,0.0400183992640294
"BRN","Brunei",1960,17913,21040,13817,32338,3251,88359,38953,52770,46155,3251,0.440849262667074,0.597222693783316,0.522357654568295,0.0367930827646307
"BRN","Brunei",1964,19696,29711,16610,36343,3576,105936,49407,66017,52953,3576,0.466385364748527,0.623178145295273,0.499858405074762,0.0337562301767105
"BRN","Brunei",1968,20835,35724,23051,42722,3905,126237,56559,79610,65773,3905,0.44803821383588,0.630639194530922,0.521027907824172,0.0309338783399479
"BRN","Brunei",1972,22547,38586,30370,46988,3706,142197,61133,91503,77358,3706,0.429917649458146,0.643494588493428,0.544019916031984,0.0260624345098701
"BRN","Brunei",1976,24638,41803,37939,54733,4508,163621,66441,104380,92672,4508,0.406066458461933,0.63793767303708,0.56638206587174,0.0275514756663265
"BRN","Brunei",1980,26887,44712,42979,66390,5153,186121,71599,114578,109369,5153,0.384690604499224,0.615610275036132,0.587623105399176,0.0276862901016006
"BRN","Brunei",1984,28601,48204,47060,82078,5730,211673,76805,123865,129138,5730,0.362847410864872,0.585171467310427,0.610082532963581,0.0270700561715476
"BRN","Brunei",1988,32463,51192,49449,101462,6362,240928,83655,133104,150911,6362,0.347219916323549,0.552463806614424,0.626373854429539,0.0264062292469119
"BRN","Brunei",1992,35228,57436,49702,120526,6955,269847,92664,142366,170228,6955,0.343394590267818,0.52758044373293,0.630831545283068,0.0257738644491138
"BRN","Brunei",1996,34627,63047,53295,139432,7880,298281,97674,150969,192727,7880,0.327456324740765,0.506130125619801,0.646125633211636,0.0264180420475994
"BRN","Brunei",2000,32673,66282,59776,158577,9119,326427,98955,158731,218353,9119,0.303145879476881,0.486267986410438,0.668918318643985,0.0279358018791338
"BRN","Brunei",2004,31594,65081,65936,179703,10604,352918,96675,162611,245639,10604,0.273930488102052,0.460761423333466,0.696022872168606,0.0300466397293422
"BRN","Brunei",2008,30664,65515,71118,197846,12654,377797,96179,167297,268964,12654,0.25457851703428,0.442822468150885,0.71192730487537,0.0334941780903501
"BRN","Brunei",2012,32376,68508,74455,215653,14568,405560,100884,175339,290108,14568,0.248752342440083,0.432338001775323,0.715326955321038,0.0359207022388796
"BRN","Brunei",2016,33391,65534,75830,233984,18828,427567,98925,174755,309814,18828,0.231367247706207,0.408719569096773,0.724597548454394,0.0440352038393983
"BRN","Brunei",2020,32307,64330,74345,251305,25121,447408,96637,170982,325650,25121,0.215993008618532,0.382161248793048,0.727859135285914,0.0561478560955548
"BTN","Bhutan",1952,31123,46572,34618,62565,4514,179392,77695,112313,97183,4514,0.433101810560114,0.626075856225473,0.541735417409918,0.0251627720299679
"BTN","Bhutan",1956,34324,51300,38678,70982,4961,200245,85624,124302,109660,4961,0.42759619466154,0.620749581762341,0.547629154286,0.0247746510524607
"BTN","Bhutan",1960,38467,56226,43125,80824,5456,224098,94693,137818,123949,5456,0.422551740756276,0.614989870503084,0.55310176797651,0.0243464912672135
"BTN","Bhutan",1964,43560,62078,48455,92823,6081,252997,105638,154093,141278,6081,0.417546453119997,0.609070463286126,0.558417688747297,0.0240358581327051
"BTN","Bhutan",1968,50188,70186,53860,107201,6881,288316,120374,174234,161061,6881,0.417507179622359,0.604316097615117,0.558626645763676,0.0238661746139652
"BTN","Bhutan",1972,58017,80640,59456,124239,7909,330261,138657,198113,183695,7909,0.419840671468929,0.599867983201165,0.556211602338756,0.0239477261923146
"BTN","Bhutan",1976,66654,93806,66639,142183,9213,378495,160460,227099,208822,9213,0.423942192102934,0.600005284085655,0.551716667327177,0.0243411405698886
"BTN","Bhutan",1980,76174,109378,75726,161281,10849,433408,185552,261278,237007,10849,0.428123154164206,0.602845355877141,0.54684500516834,0.0250318406674542
"BTN","Bhutan",1984,85447,126947,86794,180747,12858,492793,212394,299188,267541,12858,0.431000440347164,0.607127130458428,0.542907468247317,0.0260920914055192
"BTN","Bhutan",1988,93928,145820,100515,201376,15363,557002,239748,340263,301891,15363,0.430425743534135,0.610882905267845,0.541992667889882,0.0275815885759836
"BTN","Bhutan",1992,93184,153052,107631,206775,17138,577780,246236,353867,314406,17138,0.426176053169026,0.612459759770155,0.544162137837931,0.0296618089930423
"BTN","Bhutan",1996,80950,145492,107109,197381,17860,548792,226442,333551,304490,17860,0.412618988614994,0.607791294333737,0.554836805201242,0.0325442061837636
"BTN","Bhutan",2000,75167,155200,124496,219549,22459,596871,230367,354863,344045,22459,0.385957769769347,0.594538853454096,0.57641433408559,0.0376278961450632
"BTN","Bhutan",2004,68084,155167,147131,250600,29576,650558,223251,370382,397731,29576,0.3431684799818,0.569329713876395,0.611369009373492,0.0454625106447081
"BTN","Bhutan",2008,65898,145591,157405,283599,33859,686352,211489,368894,441004,33859,0.308134892882952,0.537470569037462,0.642533277385365,0.0493318297316829
"BTN","Bhutan",2012,63218,139766,159825,316384,38089,717282,202984,362809,476209,38089,0.282990511402768,0.505810824752329,0.66390764023076,0.0531018483664723
"BTN","Bhutan",2016,60987,136921,152998,353871,43093,747870,197908,350906,506869,43093,0.264628879350689,0.469207215157715,0.677750143741559,0.0576209769077514
"BTN","Bhutan",2020,50863,129112,145880,397813,46333,770001,179975,325855,543693,46333,0.233733462683815,0.423187762093815,0.706093888189756,0.0601726491264297
"BWA","Botswana",1952,74115,106371,84764,149471,18997,433718,180486,265250,234235,18997,0.416136752452054,0.611572496414721,0.540062898012072,0.0438003495358735
"BWA","Botswana",1956,88006,114820,91109,158915,20935,473785,202826,293935,250024,20935,0.428097132665661,0.620397437656321,0.527716158173011,0.0441867091613284
"BWA","Botswana",1960,99250,133283,91491,169928,22221,516173,232533,324024,261419,22221,0.45049431101588,0.627743024141131,0.506456168765123,0.0430495202189963
"BWA","Botswana",1964,107728,159751,92635,183786,22381,566281,267479,360114,276421,22381,0.472343235955294,0.635928099300524,0.488133982951927,0.039522781092779
"BWA","Botswana",1968,112065,171587,95742,180915,23664,583973,283652,379394,276657,23664,0.485727936051838,0.649677296724335,0.473749642534843,0.0405224214133188
"BWA","Botswana",1972,119068,186508,111342,180816,24680,622414,305576,416918,292158,24680,0.490952966996244,0.669840331355015,0.469394968622171,0.0396520643815853
"BWA","Botswana",1976,142267,216848,148873,224955,25568,758511,359115,507988,373828,25568,0.473447319814742,0.669717380499426,0.492844533566422,0.0337081466188361
"BWA","Botswana",1980,175718,256157,185146,292328,28140,937489,431875,617021,477474,28140,0.460672071885643,0.658163455784548,0.509311575922491,0.0300163521918657
"BWA","Botswana",1984,200209,300712,210373,340024,32343,1083661,500921,711294,550397,32343,0.462248802900538,0.656380547052999,0.507905147458476,0.0298460496409855
"BWA","Botswana",1988,210529,355290,239787,390852,39022,1235480,565819,805606,630639,39022,0.457975038041895,0.652059118723087,0.510440476575906,0.0315844853821996
"BWA","Botswana",1992,210957,399443,279084,445881,44664,1380029,610400,889484,724965,44664,0.442309545668968,0.644540078505597,0.525325917064062,0.0323645372669705
"BWA","Botswana",1996,213346,423092,330806,518865,49798,1535907,636438,967244,849671,49798,0.414372745224809,0.629754275486732,0.55320471877529,0.032422535999901
"BWA","Botswana",2000,211044,432784,382774,594715,56055,1677372,643828,1026602,977489,56055,0.38383137431649,0.612030008847173,0.582750278411706,0.0334183472718037
"BWA","Botswana",2004,224844,424484,421011,675125,61673,1807137,649328,1070339,1096136,61673,0.359313101331,0.592284370249738,0.606559436279596,0.0341274623894038
"BWA","Botswana",2008,245100,427351,432632,778415,66457,1949955,672451,1105083,1211047,66457,0.344854624850317,0.566722308976361,0.621064075837648,0.0340812993120354
"BWA","Botswana",2012,269003,451407,429626,886710,71850,2108596,720410,1150036,1316336,71850,0.34165387774614,0.545403671447731,0.624271316079514,0.0340748061743454
"BWA","Botswana",2016,270484,493484,458760,930711,81317,2234756,763968,1222728,1389471,81317,0.341857455579043,0.547141611880671,0.621755126734194,0.0363874176867631
"BWA","Botswana",2020,276685,501086,489997,1006081,92010,2365859,777771,1267768,1496078,92010,0.328747824785839,0.535859491203829,0.632361438276753,0.0388907369374084
"CAF","Central African Republic",1952,234865,322885,263823,590494,72760,1484827,557750,821573,854317,72760,0.375632986199739,0.553312271395927,0.575364672113317,0.049002341686944
"CAF","Central African Republic",1956,263015,357294,275813,616318,73410,1585850,620309,896122,892131,73410,0.391152378850459,0.56507361982533,0.562556988365861,0.0462906327836807
"CAF","Central African Republic",1960,280879,408187,291855,646995,74429,1702345,689066,980921,938850,74429,0.404774590344495,0.576217511726471,0.551503954838767,0.0437214548167381
"CAF","Central African Republic",1964,303496,462266,314138,681148,78533,1839581,765762,1079900,995286,78533,0.416269791871084,0.587035852185905,0.541039508453284,0.0426906996756327
"CAF","Central African Republic",1968,335616,503644,361437,721237,83167,2005101,839260,1200697,1082674,83167,0.418562456454812,0.598821206512789,0.539959832447343,0.0414777110978449
"CAF","Central African Republic",1972,371755,554278,408281,760983,88475,2183772,926033,1334314,1169264,88475,0.424052053053158,0.611013420814994,0.535433186248381,0.0405147606984612
"CAF","Central African Republic",1976,393649,613656,448189,798629,94443,2348566,1007305,1455494,1246818,94443,0.42890214709742,0.619737320560717,0.53088480374833,0.0402130491542499
"CAF","Central African Republic",1980,414956,633633,479171,826219,96554,2450533,1048589,1527760,1305390,96554,0.427902419596063,0.623439880221976,0.532696356262087,0.03940122414185
